,borough,neighborhood,building_class_category,tax_class_at_present,block,lot,building_class_at_present,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date,price_per_sqft,latitude,longitude
47701,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6074,17.0,A5,33-18 JORDAN STREET,,11358.0,1.0,0.0,1.0,2394.0,1080.0,1930.0,1,A5,635000.0,12/18/19,587.9629629629628,,
47702,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6074,26.0,A5,33-36 JORDAN STREET,,11358.0,1.0,0.0,1.0,2118.0,1080.0,1930.0,1,A5,0.0,10/16/19,0.0,,
47703,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6075,7.0,A5,199-14 33RD AVENUE,,11358.0,1.0,0.0,1.0,1888.0,1080.0,1930.0,1,A5,625000.0,11/13/19,578.7037037037038,,
47704,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6075,7.0,A5,199-14 33RD AVENUE,,11358.0,1.0,0.0,1.0,1888.0,1080.0,1930.0,1,A5,0.0,1/9/19,0.0,,
47705,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6075,34.0,A5,199-27 34TH AVENUE,,11358.0,1.0,0.0,1.0,1888.0,1080.0,1930.0,1,A5,775000.0,10/7/19,717.5925925925926,,
47706,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6075,40.0,A5,3327 JORDAN STREET,,11358.0,1.0,0.0,1.0,1842.0,1080.0,1930.0,1,A5,670000.0,11/20/19,620.3703703703702,,
47707,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6075,45.0,A5,33-17 JORDAN STREET,,11358.0,1.0,0.0,1.0,1842.0,1080.0,1930.0,1,A5,0.0,3/18/19,0.0,,
47708,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6076,3.0,A5,200-06 33RD AVE,,11361.0,1.0,0.0,1.0,1888.0,1080.0,1930.0,1,A5,0.0,4/19/19,0.0,,
47709,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6076,6.0,A5,200-12 33 AVENUE,,11361.0,1.0,0.0,1.0,1888.0,1080.0,1930.0,1,A5,780000.0,1/4/19,722.2222222222223,,
47710,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6076,8.0,A5,20016 33 AVENUE,,11361.0,1.0,0.0,1.0,1888.0,1080.0,1920.0,1,A5,0.0,9/11/19,0.0,,
47711,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6076,22.0,A5,33-34 201ST STREET,,11361.0,1.0,0.0,1.0,1842.0,1230.0,1930.0,1,A5,760000.0,7/30/19,617.8861788617886,,
47712,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6076,41.0,A5,33-25 200TH STREET,,11361.0,1.0,0.0,1.0,1842.0,1080.0,1930.0,1,A5,695500.0,10/10/19,643.9814814814815,,
47713,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6077,14.0,A1,34-14 JORDAN STREET,,11358.0,1.0,0.0,1.0,2066.0,1360.0,1930.0,1,A1,350000.0,11/14/19,257.3529411764706,,
47714,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6077,17.0,A5,34-20 JORDAN STREET,,11358.0,1.0,0.0,1.0,2001.0,970.0,1930.0,1,A5,0.0,6/26/19,0.0,,
47715,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6079,15.0,A0,34-16 201 STREET,,11361.0,1.0,0.0,1.0,4242.0,1297.0,1950.0,1,A0,0.0,8/19/19,0.0,,
47716,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6080,5.0,A5,201-10 34TH AVENUE,,11361.0,1.0,0.0,1.0,1880.0,1290.0,1930.0,1,A5,0.0,10/1/19,0.0,,
47717,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6081,7.0,A5,201-14 33RD AVENUE,,11361.0,1.0,0.0,1.0,1888.0,1222.0,1930.0,1,A5,665000.0,7/15/19,544.189852700491,,
47718,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6081,21.0,A5,33-32 202ND STREET,,11361.0,1.0,0.0,1.0,1842.0,1065.0,1930.0,1,A5,0.0,8/22/19,0.0,,
47719,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6082,33.0,A5,202-03 34TH AVE,,11361.0,1.0,0.0,1.0,1888.0,1065.0,1930.0,1,A5,735000.0,5/9/19,690.1408450704225,,
47720,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6083,1.0,A5,203-02 33RD AVENUE,,11361.0,1.0,0.0,1.0,1890.0,1200.0,1930.0,1,A5,0.0,8/9/19,0.0,,
47721,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6083,48.0,A5,3311 203RD STREET,,11361.0,1.0,0.0,1.0,2090.0,1180.0,1930.0,1,A5,621000.0,5/17/19,526.271186440678,,
47722,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6086,32.0,A5,204-05 34TH AVENUE,,11361.0,1.0,0.0,1.0,1755.0,1020.0,1940.0,1,A5,0.0,4/18/19,0.0,,
47723,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6089,39.0,A0,34-23 204TH STREET,,11361.0,1.0,0.0,1.0,4030.0,1044.0,1945.0,1,A0,0.0,9/20/19,0.0,,
47724,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6090,9.0,A5,20518 34 AVENUE,,11361.0,1.0,0.0,1.0,1952.0,1324.0,1955.0,1,A5,0.0,1/5/19,0.0,,
47725,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6093,33.0,A1,208-01 34TH AVENUE,,11361.0,1.0,0.0,1.0,2310.0,1563.0,1925.0,1,A1,0.0,1/7/19,0.0,,
47726,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6097,7.0,A1,208-14 34TH AVENUE,,11361.0,1.0,0.0,1.0,3000.0,1756.0,1920.0,1,A1,975000.0,10/23/19,555.239179954442,,
47727,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6101,7.0,A0,209-42 33RD ROAD,,11361.0,1.0,0.0,1.0,4000.0,1451.0,1950.0,1,A0,990000.0,10/29/19,682.2880771881462,,
47728,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6104,26.0,A1,210-07 33 ROAD,,11361.0,1.0,0.0,1.0,4000.0,1436.0,1920.0,1,A1,1070000.0,7/15/19,745.1253481894149,,
47729,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6106,6.0,A1,21212 33 AVENUE,,11361.0,1.0,0.0,1.0,4000.0,2184.0,1920.0,1,A1,0.0,6/25/19,0.0,,
47730,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6107,1.0,A1,33-49 210TH STREET,,11361.0,1.0,0.0,1.0,4758.0,1436.0,1920.0,1,A1,505000.0,1/16/19,351.67130919220057,,
47731,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6107,26.0,A1,210-19 34TH ROAD,,11361.0,1.0,0.0,1.0,4000.0,1721.0,1935.0,1,A1,830000.0,11/8/19,482.2777454968042,,
47732,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6107,42.0,A1,34-01 210TH STREET,,11361.0,1.0,0.0,1.0,4967.0,2288.0,1955.0,1,A1,0.0,5/29/19,0.0,,
47733,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6113,13.0,A1,33-16 BELL BOULEVARD,,11361.0,1.0,0.0,1.0,4117.0,2058.0,1951.0,1,A1,1520000.0,8/22/19,738.5811467444121,,
47734,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6113,25.0,A1,213-07 33RD ROAD,,11361.0,1.0,0.0,1.0,4545.0,2320.0,1995.0,1,A1,0.0,10/8/19,0.0,,
47735,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6118,11.0,A0,33-44 214TH PLACE,,11361.0,1.0,0.0,1.0,5605.0,1325.0,1945.0,1,A0,900000.0,12/10/19,679.2452830188679,,
47736,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6144,35.0,A1,35-19 201ST STREET,,11361.0,1.0,0.0,1.0,3000.0,1922.0,1925.0,1,A1,0.0,2/9/19,0.0,,
47737,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6145,40.0,A5,36-37 FRANCIS LEWIS BOULEVARD,,11358.0,1.0,0.0,1.0,1444.0,1260.0,1965.0,1,A5,755000.0,4/10/19,599.2063492063493,,
47738,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6146,35.0,A1,36-45 201ST STREET,,11361.0,1.0,0.0,1.0,4000.0,1824.0,1935.0,1,A1,0.0,11/4/19,0.0,,
47739,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6151,19.0,A0,36-30 203RD STREET,,11361.0,1.0,0.0,1.0,4000.0,1040.0,1945.0,1,A0,500000.0,3/25/19,480.76923076923083,,
47740,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6151,19.0,A0,36-30 203RD STREET,,11361.0,1.0,0.0,1.0,4000.0,1040.0,1945.0,1,A0,700000.0,11/27/19,673.0769230769231,,
47741,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6152,48.0,A1,36-19 203RD STREET,,11361.0,1.0,0.0,1.0,3880.0,1778.0,1940.0,1,A1,0.0,12/24/19,0.0,,
47742,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6152,48.0,A1,36-19 203RD STREET,,11361.0,1.0,0.0,1.0,3880.0,1778.0,1940.0,1,A1,1102500.0,4/30/19,620.0787401574802,,
47743,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6154,49.0,A0,3615 205TH STREET,,11361.0,1.0,0.0,1.0,4142.0,1295.0,1950.0,1,A0,790000.0,9/16/19,610.0386100386099,,
47744,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6159,9.0,A1,36-06 208TH STREET,,11361.0,1.0,0.0,1.0,4000.0,1632.0,1935.0,1,A1,0.0,9/5/19,0.0,,
47745,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6160,17.0,A1,36-24 209TH STREET,,11361.0,1.0,0.0,1.0,4000.0,2329.0,1940.0,1,A1,1013000.0,11/26/19,434.9506225848003,,
47746,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6160,27.0,A1,36-42 209TH STREET,,11361.0,1.0,0.0,1.0,4000.0,2196.0,1930.0,1,A1,1020000.0,8/6/19,464.48087431693983,,
47747,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6162,29.0,A1,209-37 36TH AVENUE,,11361.0,1.0,0.0,1.0,4113.0,1360.0,1920.0,1,A1,790000.0,2/8/19,580.8823529411766,,
47748,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6164,1.0,A2,36-03 209TH STREET,,11361.0,1.0,0.0,1.0,7000.0,1372.0,1930.0,1,A2,1200000.0,9/6/19,874.6355685131197,,
47749,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6165,42.0,A1,36-31 CORPORAL KENNEDY STREET,,11361.0,1.0,0.0,1.0,4000.0,1512.0,1925.0,1,A1,0.0,5/7/19,0.0,,
47750,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6166,21.0,A1,36-28 211TH STREET,,11361.0,1.0,0.0,1.0,4000.0,1583.0,1915.0,1,A1,870000.0,5/3/19,549.5893872394188,,
47751,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6166,25.0,A1,36-38 211TH STREET,,11361.0,1.0,0.0,1.0,4000.0,1320.0,1920.0,1,A1,790000.0,9/10/19,598.4848484848485,,
47752,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6166,43.0,A2,36-29 210TH STREET,,11361.0,1.0,0.0,1.0,6000.0,1517.0,1915.0,1,A2,800000.0,9/5/19,527.3566249176006,,
47753,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6166,54.0,A1,36-13 210 STREET,,11361.0,1.0,0.0,1.0,4000.0,3500.0,2004.0,1,A1,0.0,10/4/19,0.0,,
47754,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6167,31.0,A1,35-33 211TH STREET,,11361.0,1.0,0.0,1.0,6000.0,1487.0,1925.0,1,A1,1225000.0,6/6/19,823.8063214525891,,
47755,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6168,27.0,A1,35-37 212TH STREET,,11361.0,1.0,0.0,1.0,6000.0,1872.0,1920.0,1,A1,0.0,4/29/19,0.0,,
47756,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6171,43.0,A1,36-33 212TH STREET,,11361.0,1.0,0.0,1.0,5000.0,2048.0,1925.0,1,A1,840000.0,8/28/19,410.15625,,
47757,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6173,23.0,A5,214-10 35TH AVENUE,,11361.0,1.0,0.0,1.0,2660.0,1224.0,1950.0,1,A5,808000.0,4/22/19,660.1307189542483,,
47758,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6175,1.0,A1,35-05 214TH PLACE,,11361.0,1.0,0.0,1.0,4637.0,3032.0,1989.0,1,A1,0.0,2/13/19,0.0,,
47759,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6175,14.0,A1,35-18 215TH STREET,,11361.0,1.0,0.0,1.0,3742.0,1563.0,1925.0,1,A1,880000.0,11/26/19,563.019833653231,,
47760,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6176,43.0,A1,213-45 38TH AVENUE,,11361.0,1.0,0.0,1.0,4000.0,1100.0,1930.0,1,A1,0.0,7/12/19,0.0,,
47761,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6178,15.0,A2,36-20 215TH STREET,,11361.0,1.0,0.0,1.0,3325.0,966.0,1960.0,1,A2,1300000.0,4/25/19,1345.7556935817806,,
47762,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6184,9.0,A1,36-10 217TH STREET,,11361.0,1.0,0.0,1.0,4000.0,1898.0,1930.0,1,A1,0.0,9/12/19,0.0,,
47763,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6188,26.0,A0,36-34 218TH ST,,11361.0,1.0,0.0,1.0,4800.0,1169.0,1950.0,1,A0,834000.0,9/9/19,713.4302822925576,,
47764,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6190,9.0,A2,219-18 36TH AVENUE,,11361.0,1.0,0.0,1.0,5300.0,2089.0,1960.0,1,A2,0.0,10/17/19,0.0,,
47765,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6192,8.0,A2,35-53 222ND STREET,,11361.0,1.0,0.0,1.0,4370.0,1120.0,1960.0,1,A2,799000.0,6/20/19,713.3928571428571,,
47766,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6192,29.0,A1,35-07 222ND STREET,,11361.0,1.0,0.0,1.0,7698.0,3016.0,2003.0,1,A1,0.0,2/14/19,0.0,,
47767,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6194,4.0,A2,37-08 222 STREET,,11361.0,1.0,0.0,1.0,4000.0,696.0,1955.0,1,A2,799000.0,10/31/19,1147.9885057471265,,
47768,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6194,30.0,A2,38-20 222ND STREET,,11361.0,1.0,0.0,1.0,5000.0,1911.0,1965.0,1,A2,1150000.0,6/6/19,601.7791732077446,,
47769,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6194,68.0,A1,37-11 221ST STREET,,11361.0,1.0,0.0,1.0,6000.0,2622.0,1920.0,1,A1,105444.0,6/13/19,40.215102974828376,,
47770,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6196,53.0,A1,37-16 223RD STREET,,11361.0,1.0,0.0,1.0,6000.0,2374.0,1925.0,1,A1,975000.0,12/19/19,410.6992417860152,,
47771,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6197,77.0,A3,37-19 223RD STREET,,11361.0,1.0,0.0,1.0,10320.0,5143.0,1930.0,1,A3,0.0,6/3/19,0.0,,
47772,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6200,13.0,A1,38-15 204TH STREET,,11361.0,1.0,0.0,1.0,4000.0,1212.0,1935.0,1,A1,0.0,12/19/19,0.0,,
47773,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6200,15.0,A1,38-11 204TH STREET,,11361.0,1.0,0.0,1.0,4000.0,1236.0,1935.0,1,A1,0.0,7/9/19,0.0,,
47774,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6201,32.0,A2,38-16 CLEARVIEW EXPRESSWAY,,11361.0,1.0,0.0,1.0,4000.0,1485.0,1965.0,1,A2,1040000.0,10/1/19,700.3367003367002,,
47775,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6202,79.0,A2,200-42 39TH AVENUE,,11361.0,1.0,0.0,1.0,3747.0,1956.0,1960.0,1,A2,0.0,11/4/19,0.0,,
47776,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6204,124.0,A5,40-02 202ND STREET,,11361.0,1.0,0.0,1.0,2800.0,1080.0,1955.0,1,A5,800000.0,7/3/19,740.7407407407408,,
47777,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6206,47.0,A2,40-36 204 STREET,,11361.0,1.0,0.0,1.0,4000.0,1978.0,1965.0,1,A2,650000.0,5/22/19,328.61476238624874,,
47778,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6211,33.0,A1,38-20 208TH STREET,,11361.0,1.0,0.0,1.0,6000.0,3112.0,1938.0,1,A1,0.0,2/11/19,0.0,,
47779,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6211,40.0,A1,3832 208TH ST,,11361.0,1.0,0.0,1.0,4000.0,1894.0,1920.0,1,A1,0.0,2/5/19,0.0,,
47780,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6214,1.0,A2,39-21 CLEARVIEW EXPRESSWAY,,11361.0,1.0,0.0,1.0,4896.0,1285.0,1950.0,1,A2,955000.0,6/11/19,743.1906614785993,,
47781,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6218,25.0,A1,40-12 208TH STREET,,11361.0,1.0,0.0,1.0,4650.0,1888.0,1920.0,1,A1,290000.0,1/29/19,153.60169491525426,,
47782,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6220,9.0,A2,3825 209 STREET,,11361.0,1.0,0.0,1.0,4000.0,2025.0,1970.0,1,A2,0.0,5/22/19,0.0,,
47783,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6221,34.0,A1,38-20 210 STREET,,11361.0,1.0,0.0,1.0,4000.0,1541.0,1920.0,1,A1,928000.0,9/24/19,602.2063595068138,,
47784,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6222,32.0,A2,38-20 211TH STREET,,11361.0,1.0,0.0,1.0,4000.0,1560.0,1950.0,1,A2,999000.0,4/26/19,640.3846153846154,,
47785,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6223,50.0,A1,39-07 209TH STREET,,11361.0,1.0,0.0,1.0,4000.0,1868.0,1940.0,1,A1,455000.0,3/14/19,243.57601713062095,,
47786,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6232,9.0,A1,38-25 211TH STREET,,11361.0,1.0,0.0,1.0,4500.0,1556.0,1930.0,1,A1,975000.0,7/17/19,626.6066838046272,,
47787,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6242,26.0,A1,39-20 214TH PL,,11361.0,1.0,0.0,1.0,6000.0,2730.0,1920.0,1,A1,0.0,1/4/19,0.0,,
47788,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6245,4.0,A5,215-32 38TH AVENUE,,11361.0,1.0,0.0,1.0,2200.0,1736.0,1940.0,1,A5,0.0,8/22/19,0.0,,
47789,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6245,25.0,A1,38-38 216TH STREET,,11361.0,1.0,0.0,1.0,3325.0,1650.0,1930.0,1,A1,880000.0,9/23/19,533.3333333333334,,
47790,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6245,33.0,A1,38-35 215TH PLACE,,11361.0,1.0,0.0,1.0,3325.0,1608.0,1930.0,1,A1,820000.0,11/7/19,509.95024875621885,,
47791,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6246,1.0,A1,216-02 38TH AVENUE,,11361.0,1.0,0.0,1.0,5000.0,1633.0,1930.0,1,A1,0.0,9/20/19,0.0,,
47792,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6246,17.0,A1,38-22 217TH STREET,,11361.0,1.0,0.0,1.0,4000.0,1663.0,1930.0,1,A1,0.0,6/6/19,0.0,,
47793,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6246,23.0,A1,3834 217 STREET,,11361.0,1.0,0.0,1.0,4000.0,1683.0,1930.0,1,A1,0.0,10/30/19,0.0,,
47794,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6248,37.0,A1,215-31 40TH AVENUE,,11361.0,1.0,0.0,1.0,6000.0,2562.0,1930.0,1,A1,1290000.0,3/21/19,503.51288056206084,,
47795,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6251,26.0,A1,38-37 218TH STREET,,11361.0,1.0,0.0,1.0,4742.0,1908.0,1935.0,1,A1,1315000.0,5/10/19,689.203354297694,,
47796,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6251,37.0,A1,38-25 218TH STREET,,11361.0,1.0,0.0,1.0,4000.0,1660.0,1935.0,1,A1,935000.0,10/21/19,563.2530120481928,,
47797,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6256,35.0,A1,219-11 40TH AVENUE,,11361.0,1.0,0.0,1.0,8000.0,3366.0,1930.0,1,A1,1400000.0,3/12/19,415.92394533571,,
47798,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6260,24.0,A1,42-34 203 STREET,,11361.0,1.0,0.0,1.0,6000.0,2716.0,1920.0,1,A1,1650000.0,8/28/19,607.5110456553756,,
47799,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6266,54.0,A1,42-15 205TH STREET,,11361.0,1.0,0.0,1.0,4000.0,1914.0,1920.0,1,A1,949000.0,7/22/19,495.8202716823408,,
47800,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6267,18.0,A5,43-24 204 STREET,,11361.0,1.0,0.0,1.0,2100.0,1404.0,1940.0,1,A5,870000.0,9/16/19,619.6581196581196,,
47801,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6268,35.0,A1,43-17 204TH STREET,,11361.0,1.0,0.0,1.0,4000.0,1679.0,1920.0,1,A1,850000.0,2/7/19,506.25372245384165,,
47802,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6272,48.0,A1,42-25 208TH STREET,,11361.0,1.0,0.0,1.0,4000.0,2594.0,1930.0,1,A1,999000.0,5/9/19,385.1195065535852,,
47803,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6300,34.0,A1,43-18 214TH PLACE,,11361.0,1.0,0.0,1.0,2840.0,1760.0,1920.0,1,A1,900000.0,8/15/19,511.3636363636364,,
47804,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6305,9.0,A1,215-18 42ND AVENUE,,11361.0,1.0,0.0,1.0,1400.0,864.0,1920.0,1,A1,0.0,5/21/19,0.0,,
47805,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6309,5.0,A1,215-38 43RD AVENUE,,11361.0,1.0,0.0,1.0,4000.0,1251.0,1940.0,1,A1,790000.0,9/3/19,631.4948041566746,,
47806,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6312,27.0,A1,40-27 218TH STREET,,11361.0,1.0,0.0,1.0,4000.0,1536.0,1930.0,1,A1,0.0,10/23/19,0.0,,
47807,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6314,11.0,A1,40-12 221ST STREET,,11361.0,1.0,0.0,1.0,3800.0,1680.0,1930.0,1,A1,0.0,11/7/19,0.0,,
47808,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6314,15.0,A1,40-20 221 STREET,,11361.0,1.0,0.0,1.0,3720.0,1712.0,1930.0,1,A1,0.0,4/17/19,0.0,,
47809,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6315,1.0,A1,217-03 43RD AVENUE,,11361.0,1.0,0.0,1.0,4100.0,1300.0,1950.0,1,A1,898888.0,6/12/19,691.4523076923077,,
47810,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6316,38.0,A2,40-50 220 STREET,,11361.0,1.0,0.0,1.0,4958.0,1115.0,1960.0,1,A2,870000.0,2/22/19,780.2690582959641,,
47811,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6316,51.0,A2,41-06 221ST STREET,,11361.0,1.0,0.0,1.0,5000.0,1115.0,1960.0,1,A2,775000.0,12/23/19,695.0672645739909,,
47812,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6320,4.0,A1,217-08 43RD AVENUE,,11361.0,1.0,0.0,1.0,5000.0,1780.0,1920.0,1,A1,0.0,11/18/19,0.0,,
47813,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6321,52.0,A1,43-13 218TH STREET,,11361.0,1.0,0.0,1.0,1900.0,1045.0,1920.0,1,A1,485000.0,8/26/19,464.11483253588517,,
47814,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6339,87.0,A1,"39-44 222ND ST, 52D",,11361.0,1.0,0.0,1.0,9742.0,2832.0,1935.0,1,A1,227000.0,3/19/19,80.15536723163842,,
47815,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6339,92.0,A1,39-54 222ND STREET,,11361.0,1.0,0.0,1.0,4000.0,2000.0,2016.0,1,A1,1395003.0,9/26/19,697.5015,,
47816,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6340,152.0,A3,39-14 223RD STREET,,11361.0,1.0,0.0,1.0,4500.0,2006.0,1960.0,1,A3,999999.0,9/12/19,498.5039880358924,,
47817,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6343,115.0,A2,222-24 41ST ROAD,,11361.0,1.0,0.0,1.0,4400.0,1056.0,1960.0,1,A2,0.0,4/5/19,0.0,,
47818,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6343,154.0,A3,39-39 223RD STREET,,11361.0,1.0,0.0,1.0,6132.0,3070.0,2004.0,1,A3,1289120.0,2/15/19,419.9087947882736,,
47819,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6343,155.0,A3,223-09 MIA DRIVE,,11361.0,1.0,0.0,1.0,5700.0,3070.0,2004.0,1,A3,1221900.0,11/26/19,398.01302931596086,,
47820,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6343,156.0,A3,223-15 MIA DRIVE,,11361.0,1.0,0.0,1.0,5700.0,3070.0,2004.0,1,A3,1210950.0,3/20/19,394.4462540716612,,
47821,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6343,157.0,A3,223-19 MIA DRIVE,,11361.0,1.0,0.0,1.0,5327.0,3070.0,2004.0,1,A3,1200000.0,5/21/19,390.8794788273616,,
47822,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6344,34.0,A2,222-23 41ST ROAD,,11361.0,1.0,0.0,1.0,4040.0,1328.0,1955.0,1,A2,0.0,10/25/19,0.0,,
47823,4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,7302,52.0,A1,204-25 45TH DRIVE,,11361.0,1.0,0.0,1.0,2500.0,1280.0,1920.0,1,A1,400000.0,5/17/19,312.5,,
