,borough,neighborhood,building_class_category,block,lot,address,zip_code,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date,nyc,manhattan,brooklyn,staten_island,bronx,queens
47737,queens,BAYSIDE,01 ONE FAMILY DWELLINGS,6145,40.0,36-37 FRANCIS LEWIS BOULEVARD,11358,1965,1,A5,755000.0,4/10/19,True,False,False,False,False,True
1870,manhattan,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS,25,1544.0,"15 WILLIAM STREET, 24E",10005,2005,2,R4,1675000.0,5/10/19,True,True,False,False,False,False
17852,brooklyn,BAY RIDGE,13 CONDOS - ELEVATOR APARTMENTS,6135,1024.0,"9921 4TH AVENUE, 3H",11209,1985,2,R4,751000.0,12/4/19,True,False,True,False,False,False
43224,bronx,PARKCHESTER,13 CONDOS - ELEVATOR APARTMENTS,3944,3810.0,"1641 METROPOLITAN AVE, 6E",10462,,2,R4,185000.0,10/31/19,True,False,False,False,True,False
21865,brooklyn,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,226,18.0,"72 ORANGE STREET, 1F",11201,1938,2,D4,985031.0,1/29/19,True,False,True,False,False,False
44118,bronx,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,5953,550.0,"5621 NETHERLAND AVENUE, 1F",10471,1949,2,D4,100000.0,4/15/19,True,False,False,False,True,False
41567,bronx,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS,3250,40.0,"2835 WEBB AVENUE, 4J",10468,1959,2,D4,113000.0,4/25/19,True,False,False,False,True,False
53170,queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,7066,39.0,58-08 183RD STREET,11365,1960,1,A5,226667.0,3/26/19,True,False,False,False,False,True
5847,manhattan,KIPS BAY,13 CONDOS - ELEVATOR APARTMENTS,936,1104.0,"333 EAST 30TH STREET, 8-F",10016,1962,2,R4,512500.0,8/1/19,True,True,False,False,False,False
77532,staten_island,SOUTH BEACH,01 ONE FAMILY DWELLINGS,3404,17.0,16 SOUTH BEACH AVENUE,10305,2004,1,A5,638000.0,9/17/19,True,False,False,True,False,False
61855,queens,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,600,1108.0,"31-19 37TH AVENUE, 4B",11101,2017,2,R4,893076.0,5/14/19,True,False,False,False,False,True
2294,manhattan,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS,851,1159.0,"5 EAST 22ND STREET, 6-G",10010,1983,2,R4,988000.0,11/18/19,True,True,False,False,False,False
15749,manhattan,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1213,1161.0,"127 WEST 82ND STREET, 3B",10024,1912,2,R4,1955000.0,1/2/19,True,True,False,False,False,False
20245,brooklyn,BOROUGH PARK,01 ONE FAMILY DWELLINGS,5349,137.0,3604 15TH AVENUE,11218,1915,1,A5,840000.0,9/5/19,True,False,True,False,False,False
27259,brooklyn,EAST NEW YORK,02 TWO FAMILY DWELLINGS,4274,43.0,378 FORBELL STREET,11208,2008,1,B1,705000.0,7/9/19,True,False,True,False,False,False
23715,brooklyn,CANARSIE,02 TWO FAMILY DWELLINGS,8304,10.0,10101 SEAVIEW AVENUE,11236,1960,1,B1,671000.0,1/7/19,True,False,True,False,False,False
31075,brooklyn,GRAVESEND,10 COOPS - ELEVATOR APARTMENTS,6933,55.0,"1935 SHORE PARKWAY, 1B",11214,1963,2,D4,257500.0,12/30/19,True,False,True,False,False,False
10361,manhattan,TRIBECA,13 CONDOS - ELEVATOR APARTMENTS,16,2066.0,"350 ALBANY STREET, 7C",10280,,2,R4,710000.0,4/11/19,True,True,False,False,False,False
44972,bronx,THROGS NECK,01 ONE FAMILY DWELLINGS,5431,55.0,715 EDISON AVE,10465,1915,1,A1,512000.0,7/11/19,True,False,False,False,True,False
45842,bronx,WILLIAMSBRIDGE,01 ONE FAMILY DWELLINGS,4835,13.0,683 EAST 232 STREET,10466,1910,1,A1,154000.0,9/17/19,True,False,False,False,True,False
10970,manhattan,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,1384,1.0,"880 FIFTH AVENUE, 14G",10021,1948,2,D4,3600000.0,4/17/19,True,True,False,False,False,False
66027,queens,RICHMOND HILL,10 COOPS - ELEVATOR APARTMENTS,9204,9.0,"86-10 109TH STREET, AA2",11418,1928,2,D4,309000.0,9/9/19,True,False,False,False,False,True
59598,queens,JACKSON HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,1290,13.0,"37-16 80TH STREET, 31",11372,1921,2,D4,737000.0,9/27/19,True,False,False,False,False,True
12892,manhattan,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1525,15.0,"229 EAST 79TH STREET, 5F",10075,1930,2,D4,1095000.0,12/3/19,True,True,False,False,False,False
15605,manhattan,UPPER WEST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1248,1.0,"140 RIVERSIDE DRIVE, 6J/7J",10024,1939,2,D4,3850000.0,4/29/19,True,True,False,False,False,False
53090,queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,6377,108.0,138-04 58TH AVENUE,11355,1960,1,A5,850000.0,6/14/19,True,False,False,False,False,True
56546,queens,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS,3334,260.0,"118-17 UNION TURNPIKE, 10A",11375,1973,2,D4,327000.0,10/24/19,True,False,False,False,False,True
75710,staten_island,NEW SPRINGVILLE,01 ONE FAMILY DWELLINGS,2368,57.0,566 TRAVIS AVENUE,10314,1985,1,A5,680000.0,4/16/19,True,False,False,True,False,False
50086,queens,CORONA,02 TWO FAMILY DWELLINGS,1714,13.0,33-18 100 STREET,11368,1910,1,B1,1050000.0,9/10/19,True,False,False,False,False,True
45239,bronx,THROGS NECK,02 TWO FAMILY DWELLINGS,5534,48.0,1020 SWINTON AVENUE,10465,1940,1,B1,795000.0,5/31/19,True,False,False,False,True,False
39420,bronx,BAYCHESTER,02 TWO FAMILY DWELLINGS,4795,51.0,2842 BRUNER AVENUE,10469,2002,1,B1,325000.0,1/8/19,True,False,False,False,True,False
6422,manhattan,LOWER EAST SIDE,13 CONDOS - ELEVATOR APARTMENTS,248,1354.0,"250 SOUTH STREET, 36E",10002,2015,2,R4,1397871.0,9/4/19,True,True,False,False,False,False
28483,brooklyn,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS,4954,36.0,554 EAST 38 STREET,11203,1920,1,A1,626500.0,5/20/19,True,False,True,False,False,False
67739,queens,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,10186,8.0,167-26 109TH AVENUE,11433,1960,1,A1,389500.0,10/29/19,True,False,False,False,False,True
11078,manhattan,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,1394,7.0,"118 EAST 60TH STREET, 12B",10022,1963,2,D4,860000.0,7/10/19,True,True,False,False,False,False
26478,brooklyn,DOWNTOWN-METROTECH,13 CONDOS - ELEVATOR APARTMENTS,2060,1212.0,"150 MYRTLE AVENUE, 2907",11201,2007,2,R4,800000.0,6/3/19,True,False,True,False,False,False
52753,queens,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,5282,28.0,35-51 162ND STREET,11358,1925,1,A1,905000.0,7/30/19,True,False,False,False,False,True
27690,brooklyn,EAST NEW YORK,13 CONDOS - ELEVATOR APARTMENTS,4415,1317.0,"200 COZINE AVENUE, 8 4E",11207,,2,R4,345000.0,9/18/19,True,False,True,False,False,False
72788,staten_island,CONCORD-FOX HILLS,01 ONE FAMILY DWELLINGS,2925,629.0,261 SKYLINE DRIVE,10304,2002,1,A5,435000.0,10/31/19,True,False,False,True,False,False
23125,brooklyn,CANARSIE,01 ONE FAMILY DWELLINGS,8048,33.0,1125 EAST 82ND STREET,11236,1960,1,A5,530000.0,12/18/19,True,False,True,False,False,False
14623,manhattan,UPPER WEST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS,1167,1135.0,"2148 BROADWAY, 9E",10023,2009,2,R4,4400000.0,6/27/19,True,True,False,False,False,False
5703,manhattan,JAVITS CENTER,13 CONDOS - ELEVATOR APARTMENTS,702,1190.0,"553 WEST 30TH STREET, 69C",10001,2015,2,R4,3379249.0,5/20/19,True,True,False,False,False,False
27250,brooklyn,EAST NEW YORK,02 TWO FAMILY DWELLINGS,4267,10.0,545 PINE STREET,11208,1910,1,B1,680000.0,12/12/19,True,False,True,False,False,False
49902,queens,COLLEGE POINT,02 TWO FAMILY DWELLINGS,4225,7.0,23-39 121ST STREET,11356,1965,1,B1,1080000.0,9/11/19,True,False,False,False,False,True
16277,manhattan,UPPER WEST SIDE (96-116),10 COOPS - ELEVATOR APARTMENTS,1896,1.0,"420 RIVERSIDE DRIVE, 9H",10025,1920,2,D4,1875000.0,7/12/19,True,True,False,False,False,False
75261,staten_island,NEW BRIGHTON,10 COOPS - ELEVATOR APARTMENTS,3,1.0,"350 RICHMOND TERRACE, 7S",10301,1960,2,D4,475000.0,9/16/19,True,False,False,True,False,False
3290,manhattan,GREENWICH VILLAGE-CENTRAL,10 COOPS - ELEVATOR APARTMENTS,561,37.0,"55 EAST 9TH STREET, 8B",10003,1964,2,D4,550000.0,2/6/19,True,True,False,False,False,False
54354,queens,FLUSHING-NORTH,13 CONDOS - ELEVATOR APARTMENTS,5066,1765.0,"131-05 40 RD, 11Q",11354,2015,2,R4,850000.0,1/22/19,True,False,False,False,False,True
19802,brooklyn,BENSONHURST,13 CONDOS - ELEVATOR APARTMENTS,6265,1021.0,"7819 BAY PARKWAY, 4D",11214,2015,2,R4,692410.0,4/16/19,True,False,True,False,False,False
53868,queens,FLUSHING-NORTH,10 COOPS - ELEVATOR APARTMENTS,5024,24.0,"144-50 38TH AVENUE, 5E",11354,1950,2,D4,280000.0,11/1/19,True,False,False,False,False,True
12774,manhattan,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1513,15.0,"125 EAST 84TH STREET, 1A",10028,1928,2,D4,720000.0,6/13/19,True,True,False,False,False,False
73548,staten_island,GREAT KILLS,01 ONE FAMILY DWELLINGS,4509,19.0,263 CORBIN AVENUE,10308,1985,1,A5,530000.0,9/30/19,True,False,False,True,False,False
24810,brooklyn,CONEY ISLAND,01 ONE FAMILY DWELLINGS,7011,70.0,2851 WEST 29TH STREET,11224,1989,1,A5,20000.0,11/8/19,True,False,True,False,False,False
43922,bronx,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS,5856,378.0,"6495 BROADWAY, 3P",10471,1961,2,D4,300000.0,4/16/19,True,False,False,False,True,False
45924,bronx,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS,4664,61.0,714 EAST 217 STREET,10467,1965,1,B1,520000.0,12/12/19,True,False,False,False,True,False
11522,manhattan,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,1448,3.0,"300 EAST 74TH STREET, 28A",10021,1967,2,D4,1050000.0,3/6/19,True,True,False,False,False,False
21523,brooklyn,BRIGHTON BEACH,10 COOPS - ELEVATOR APARTMENTS,8721,375.0,"1311 BRIGHTWATER AVENUE, 9K",11235,1959,2,D4,490000.0,5/14/19,True,False,True,False,False,False
49309,queens,BRIARWOOD,10 COOPS - ELEVATOR APARTMENTS,9714,138.0,"141-30 84TH ROAD, 2B",11435,1957,2,D4,130000.0,2/22/19,True,False,False,False,False,True
9490,manhattan,MURRAY HILL,13 CONDOS - ELEVATOR APARTMENTS,859,1518.0,"277 FIFTH AVENUE, 15D",10016,2017,2,R4,2912183.0,2/26/19,True,True,False,False,False,False
36423,brooklyn,SHEEPSHEAD BAY,02 TWO FAMILY DWELLINGS,8792,89.0,3658 SHORE PARKWAY,11235,1945,1,B1,640000.0,10/22/19,True,False,True,False,False,False
40161,bronx,BRONXDALE,02 TWO FAMILY DWELLINGS,4564,84.0,2963 DEWITT PLACE,10469,1950,1,B1,400000.0,9/20/19,True,False,False,False,True,False
71920,staten_island,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,6019,52.0,129 FOREST GREEN,10312,1970,1,A5,565000.0,10/31/19,True,False,False,True,False,False
30674,brooklyn,GRAVESEND,01 ONE FAMILY DWELLINGS,7144,18.0,2230 WEST 6TH STREET,11223,1935,1,A1,835000.0,11/5/19,True,False,True,False,False,False
25002,brooklyn,CONEY ISLAND,13 CONDOS - ELEVATOR APARTMENTS,7279,2073.0,"601 SURF AVENUE, 12H",11224,1964,2,R4,600000.0,9/26/19,True,False,True,False,False,False
26392,brooklyn,DOWNTOWN-METROTECH,10 COOPS - ELEVATOR APARTMENTS,86,11.0,"270 JAY STREET, 12K",11201,1950,2,D4,349000.0,11/27/19,True,False,True,False,False,False
73611,staten_island,GREAT KILLS,01 ONE FAMILY DWELLINGS,4985,19.0,160 HOPKINS AVENUE,10306,2018,1,A5,646588.0,3/14/19,True,False,False,True,False,False
30212,brooklyn,FORT GREENE,13 CONDOS - ELEVATOR APARTMENTS,2095,1112.0,"230 ASHLAND PLACE, 5D",11217,,2,R4,1160000.0,10/30/19,True,False,True,False,False,False
6593,manhattan,LOWER EAST SIDE,13 CONDOS - ELEVATOR APARTMENTS,349,1237.0,"150 RIVINGTON STREET, 6C",10002,1925,2,R4,1395000.0,6/21/19,True,True,False,False,False,False
7744,manhattan,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS,1369,2.0,"411 EAST 57TH STREET, 12-D",10022,1959,2,D4,940000.0,7/24/19,True,True,False,False,False,False
21852,brooklyn,BROOKLYN HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,217,1.0,"75 HENRY STREET, 25C",11201,1967,2,D4,530000.0,9/5/19,True,False,True,False,False,False
8104,manhattan,MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS,1362,1136.0,"400 EAST 51ST STREET, 11A",10022,2002,2,R4,2400000.0,6/6/19,True,True,False,False,False,False
72240,staten_island,BULLS HEAD,01 ONE FAMILY DWELLINGS,1703,40.0,1878 FOREST AVENUE,10303,1960,1,A5,335500.0,5/10/19,True,False,False,True,False,False
20385,brooklyn,BOROUGH PARK,02 TWO FAMILY DWELLINGS,5299,28.0,1352 38TH STREET,11218,1910,1,B1,1240000.0,4/17/19,True,False,True,False,False,False
16375,manhattan,UPPER WEST SIDE (96-116),13 CONDOS - ELEVATOR APARTMENTS,1888,1314.0,"270 RIVERSIDE DRIVE, 3C",10025,1920,2,R4,3900000.0,6/27/19,True,True,False,False,False,False
30763,brooklyn,GRAVESEND,02 TWO FAMILY DWELLINGS,6876,70.0,146 BAY 37TH STREET,11214,1925,1,B1,1080000.0,6/17/19,True,False,True,False,False,False
73512,staten_island,GREAT KILLS,01 ONE FAMILY DWELLINGS,4465,26.0,39 CHESS LOOP,10306,2003,1,A5,442000.0,8/13/19,True,False,False,True,False,False
67227,queens,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS,12109,65.0,130-32 147TH STREET,11436,1920,1,A1,175000.0,2/25/19,True,False,False,False,False,True
11941,manhattan,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS,1436,1050.0,"300 EAST 62 ST, 1204",10065,1985,2,R4,997000.0,10/4/19,True,True,False,False,False,False
64789,queens,REGO PARK,10 COOPS - ELEVATOR APARTMENTS,2089,41.0,"97-11 63 DRIVE, E5",11374,1959,2,D4,225000.0,1/28/19,True,False,False,False,False,True
12566,manhattan,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1498,20.0,"49 EAST 86TH STREET, 17B",10028,1930,2,D4,850000.0,2/21/19,True,True,False,False,False,False
27176,brooklyn,EAST NEW YORK,02 TWO FAMILY DWELLINGS,4172,42.0,336 LINCOLN AVENUE,11208,1920,1,B1,780000.0,5/15/19,True,False,True,False,False,False
59120,queens,JACKSON HEIGHTS,02 TWO FAMILY DWELLINGS,1033,5.0,80-10 GRAND CENTRAL PKWY,11370,1955,1,B1,880000.0,9/5/19,True,False,False,False,False,True
36655,brooklyn,SHEEPSHEAD BAY,10 COOPS - ELEVATOR APARTMENTS,7456,6.0,"2626 HOMECREST AVENUE, 2P",11235,1958,2,D4,396500.0,11/27/19,True,False,True,False,False,False
57553,queens,GLENDALE,10 COOPS - ELEVATOR APARTMENTS,3907,970.0,"83-77 WOODHAVEN BOULEVARD, 1G",11421,1955,2,D4,275000.0,7/31/19,True,False,False,False,False,True
29716,brooklyn,FLATBUSH-NORTH,10 COOPS - ELEVATOR APARTMENTS,4853,35.0,"330 LENOX ROAD, 6K",11226,1964,2,D4,329000.0,4/24/19,True,False,True,False,False,False
69948,queens,ST. ALBANS,01 ONE FAMILY DWELLINGS,12614,6.0,193-16 118TH AVENUE,11412,1920,1,A1,270000.0,5/20/19,True,False,False,False,False,True
11597,manhattan,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,1456,26.0,"440 EAST 62ND STREET, 15H",10065,1960,2,D4,476000.0,10/21/19,True,True,False,False,False,False
39166,bronx,BAYCHESTER,01 ONE FAMILY DWELLINGS,4733,10.0,3349 BOUCK AVENUE,10469,1940,1,A5,425000.0,9/9/19,True,False,False,False,True,False
11815,manhattan,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS,1410,1224.0,"188 EAST 76TH STREET, 7C",10021,,2,R4,1125000.0,9/6/19,True,True,False,False,False,False
16121,manhattan,UPPER WEST SIDE (96-116),10 COOPS - ELEVATOR APARTMENTS,1879,36.0,"200 WEST 108TH STREET, 2A",10025,1930,2,D4,975000.0,4/30/19,True,True,False,False,False,False
1080,manhattan,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS,173,1139.0,"93 WORTH STREET, 411",10013,1924,2,R4,1100000.0,12/31/19,True,True,False,False,False,False
32472,brooklyn,MARINE PARK,01 ONE FAMILY DWELLINGS,7671,2.0,1360 EAST 36TH STREET,11234,1940,1,A5,670000.0,11/26/19,True,False,True,False,False,False
50987,queens,EAST ELMHURST,02 TWO FAMILY DWELLINGS,1409,54.0,31-27 97TH STREET,11369,1910,1,B1,875000.0,10/2/19,True,False,False,False,False,True
36261,brooklyn,SHEEPSHEAD BAY,02 TWO FAMILY DWELLINGS,7359,70.0,2119 EAST 26TH STREET,11229,1930,1,B1,156000.0,7/8/19,True,False,True,False,False,False
322,manhattan,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,771,38.0,"201 WEST 21ST STREET, 8K",10011,1963,2,D4,486000.0,8/1/19,True,True,False,False,False,False
43105,bronx,PARKCHESTER,13 CONDOS - ELEVATOR APARTMENTS,3944,1018.0,"5 METROPOLITAN OVAL, 1B",10462,,2,R4,167000.0,4/17/19,True,False,False,False,True,False
6388,manhattan,LOWER EAST SIDE,13 CONDOS - ELEVATOR APARTMENTS,248,1286.0,"250 SOUTH STREET, 29D",10002,2015,2,R4,2533589.0,5/20/19,True,True,False,False,False,False
49534,queens,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,11327,33.0,116-03 226TH STREET,11411,1935,1,A1,250000.0,10/18/19,True,False,False,False,False,True
40152,bronx,BRONXDALE,02 TWO FAMILY DWELLINGS,4562,46.0,2943 THROOP AVENUE,10469,1945,1,B1,504700.0,12/4/19,True,False,False,False,True,False
9285,manhattan,MURRAY HILL,10 COOPS - ELEVATOR APARTMENTS,890,49.0,"166 EAST 35TH STREET, 6B",10016,1957,2,D4,450000.0,2/5/19,True,True,False,False,False,False
47252,queens,ASTORIA,10 COOPS - ELEVATOR APARTMENTS,557,3.0,"21-36 33RD ROAD, 3B",11106,1950,2,D4,243600.0,1/7/19,True,False,False,False,False,True
27800,brooklyn,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS,5102,125.0,2108 KENMORE TERRACE,11226,1920,1,A5,1650000.0,9/16/19,True,False,True,False,False,False
70378,queens,SUNNYSIDE,10 COOPS - ELEVATOR APARTMENTS,157,13.0,"41-15 44TH STREET, 3K",11104,1940,2,D4,505000.0,7/16/19,True,False,False,False,False,True
14162,manhattan,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS,1166,6.0,"251-253 WEST 74TH STREET, 3D",10023,1948,2,D4,636406.0,10/18/19,True,True,False,False,False,False
62845,queens,MIDDLE VILLAGE,10 COOPS - ELEVATOR APARTMENTS,2874,55.0,"8605 60TH RD, 3B",11373,1964,2,D4,227000.0,7/8/19,True,False,False,False,False,True
53746,queens,FLUSHING-NORTH,10 COOPS - ELEVATOR APARTMENTS,4374,35.0,"31-50 140 STREET, 6H",11354,1957,2,D4,200000.0,3/21/19,True,False,False,False,False,True
57068,queens,GLEN OAKS,10 COOPS - ELEVATOR APARTMENTS,8489,1.0,"26910 GRAND CENTRAL PKWY, 2F",11005,1972,2,D4,240000.0,6/14/19,True,False,False,False,False,True
17430,brooklyn,BAY RIDGE,02 TWO FAMILY DWELLINGS,6046,57.0,43 88TH STREET,11209,1968,1,B1,1530000.0,6/19/19,True,False,True,False,False,False
55178,queens,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS,6992,62.0,75-16 174TH STREET,11366,1940,1,A1,1010000.0,11/20/19,True,False,False,False,False,True
58603,queens,HOWARD BEACH,01 ONE FAMILY DWELLINGS,14210,14.0,164-22 97 STREET,11414,1935,1,A1,600000.0,9/18/19,True,False,False,False,False,True
77946,staten_island,TOTTENVILLE,01 ONE FAMILY DWELLINGS,7861,20.0,364 LORETTO STREET,10307,2004,1,A1,784000.0,8/19/19,True,False,False,True,False,False
45715,bronx,WESTCHESTER,02 TWO FAMILY DWELLINGS,3996,50.0,2441 BUCK STREET,10461,1920,1,B1,350000.0,7/31/19,True,False,False,False,True,False
13149,manhattan,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1576,27.0,"10 EAST END AVENUE, 7E",10075,1957,2,D4,1250000.0,9/23/19,True,True,False,False,False,False
16522,manhattan,WASHINGTON HEIGHTS LOWER,10 COOPS - ELEVATOR APARTMENTS,2139,214.0,"70 HAVEN AVE, 4I",10032,1925,2,D4,385800.0,8/16/19,True,True,False,False,False,False
54946,queens,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS,6618,21.0,141-20 70TH ROAD,11367,1940,1,A5,815000.0,6/26/19,True,False,False,False,False,True
57311,queens,GLENDALE,02 TWO FAMILY DWELLINGS,3598,26.0,74-17 64TH PLACE,11385,1910,1,B1,985000.0,5/17/19,True,False,False,False,False,True
43562,bronx,PELHAM PARKWAY SOUTH,10 COOPS - ELEVATOR APARTMENTS,4317,6.0,"2160 BRONX PARK EAST, 2A",10462,1938,2,D4,147500.0,8/13/19,True,False,False,False,True,False
67065,queens,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS,11990,5.0,115-24 146TH STREET,11436,1930,1,A1,365040.0,6/7/19,True,False,False,False,False,True
377,manhattan,CHELSEA,10 COOPS - ELEVATOR APARTMENTS,798,71.0,"148 WEST 23RD STREET, 3G",10011,1910,2,D4,675000.0,6/19/19,True,True,False,False,False,False
7644,manhattan,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS,1365,20.0,"60 SUTTON PLACE SOUTH, 12IN",10022,1951,2,D4,435000.0,8/6/19,True,True,False,False,False,False
14502,manhattan,UPPER WEST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS,1140,1460.0,"155 WEST 68TH STREET, 11-27",10023,1965,2,R4,2180000.0,7/30/19,True,True,False,False,False,False
28977,brooklyn,FLATBUSH-EAST,02 TWO FAMILY DWELLINGS,7907,16.0,343 EAST 59TH STREET,11203,1940,1,B1,400000.0,3/1/19,True,False,True,False,False,False
9319,manhattan,MURRAY HILL,10 COOPS - ELEVATOR APARTMENTS,892,25.0,"137 EAST 36TH STREET, 23B",10016,1966,2,D4,1342000.0,4/16/19,True,True,False,False,False,False
59795,queens,JACKSON HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,1470,24.0,"37-30 83RD STREET, 4EF",11372,1955,2,D4,890000.0,1/10/19,True,False,False,False,False,True
27963,brooklyn,FLATBUSH-CENTRAL,02 TWO FAMILY DWELLINGS,5172,46.0,253 EAST 28TH STREET,11226,1901,1,B1,620114.0,4/23/19,True,False,True,False,False,False
18951,brooklyn,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,1747,1434.0,"134 STOCKTON STREET, 6F",11206,2018,2,R4,749228.0,4/5/19,True,False,True,False,False,False
23494,brooklyn,CANARSIE,02 TWO FAMILY DWELLINGS,8164,153.0,1022 EAST 96TH STREET,11236,1999,1,B1,775000.0,2/4/19,True,False,True,False,False,False
2985,manhattan,GRAMERCY,13 CONDOS - ELEVATOR APARTMENTS,900,1094.0,"215 EAST 19TH STREET, 11E",10003,1920,2,R4,5655000.0,6/24/19,True,True,False,False,False,False
7694,manhattan,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS,1367,1.0,"400 EAST 56 STREET, 27E",10022,1969,2,D4,999000.0,12/3/19,True,True,False,False,False,False
16378,manhattan,UPPER WEST SIDE (96-116),13 CONDOS - ELEVATOR APARTMENTS,1889,1072.0,"825 WEST END AVENUE, 11E",10025,,2,R4,2100000.0,12/18/19,True,True,False,False,False,False
41471,bronx,KINGSBRIDGE HTS/UNIV HTS,10 COOPS - ELEVATOR APARTMENTS,3226,53.0,"2 FORDHAM HILL OVAL, 16B",10468,1950,2,D4,183000.0,11/15/19,True,False,False,False,True,False
74954,staten_island,MIDLAND BEACH,01 ONE FAMILY DWELLINGS,3812,20.0,50 HEMPSTEAD AVENUE,10306,2018,1,A5,529490.0,4/3/19,True,False,False,True,False,False
15721,manhattan,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS,1203,1106.0,"291 CENTRAL PARK WEST, 3E",10024,,2,R4,3431025.0,4/30/19,True,True,False,False,False,False
17807,brooklyn,BAY RIDGE,10 COOPS - ELEVATOR APARTMENTS,6129,12.0,"9701 SHORE ROAD, 3K",11209,1935,2,D4,440000.0,12/12/19,True,False,True,False,False,False
62357,queens,MASPETH,10 COOPS - ELEVATOR APARTMENTS,2376,101.0,"62-15 53 AVENUE, 2E",11378,1956,2,D4,295000.0,1/15/19,True,False,False,False,False,True
9441,manhattan,MURRAY HILL,10 COOPS - ELEVATOR APARTMENTS,918,1.0,"201 EAST 37 STREET, 11G",10016,1960,2,D4,615000.0,12/3/19,True,True,False,False,False,False
13027,manhattan,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS,1554,23.0,"333 EAST 91ST STREET, 20CD",10128,2007,2,D4,3375000.0,1/31/19,True,True,False,False,False,False
72205,staten_island,BULLS HEAD,01 ONE FAMILY DWELLINGS,1680,119.0,31 LUDWIG LANE,10303,1999,1,A5,440000.0,10/18/19,True,False,False,True,False,False
76957,staten_island,ROSEBANK,01 ONE FAMILY DWELLINGS,2846,192.0,24 BUTLER PLACE,10305,1899,1,A1,390150.0,11/14/19,True,False,False,True,False,False
32920,brooklyn,MIDWOOD,01 ONE FAMILY DWELLINGS,7643,15.0,3389 BEDFORD AVENUE,11210,1920,1,A1,650000.0,5/28/19,True,False,True,False,False,False
5596,manhattan,JAVITS CENTER,13 CONDOS - ELEVATOR APARTMENTS,702,1043.0,"553 WEST 30TH STREET, 27J",10001,2015,2,R4,2747934.0,3/20/19,True,True,False,False,False,False
18976,brooklyn,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS,1781,1109.0,"806 DEKALB AVE, 2A",11221,2016,2,R4,489762.0,12/5/19,True,False,True,False,False,False
64796,queens,REGO PARK,10 COOPS - ELEVATOR APARTMENTS,2093,1.0,"61-35 98TH STREET, 16N",11374,1960,2,D4,205000.0,2/20/19,True,False,False,False,False,True
